zone_id,timestamp,temperature,humidity,air_pressure,dust_concentration,noise_level,light_intensity
Zone-B,2024-04-04 01:30:00,20.4,49.2,101.34,17.0,59.3,407.0
Zone-B,2024-04-04 02:00:00,21.0,51.6,101.17,14.6,65.2,459.0
Zone-B,2024-04-04 02:30:00,24.2,47.6,100.89,12.1,62.5,509.0
Zone-A,2024-04-04 03:00:00,22.3,51.8,101.68,15.1,67.5,478.0
Zone-C,2024-04-04 03:30:00,22.4,49.0,101.27,15.5,68.0,497.0
Zone-A,2024-04-04 04:00:00,21.9,50.9,101.48,10.8,65.7,433.0
Zone-D,2024-04-04 04:30:00,24.0,51.0,101.55,10.0,64.5,544.0
Zone-D,2024-04-04 05:00:00,24.1,51.1,101.21,14.2,61.9,573.0
Zone-B,2024-04-04 05:30:00,23.0,49.5,101.41,14.7,64.1,462.0
Zone-A,2024-04-04 06:00:00,20.9,51.1,101.51,14.0,62.6,548.0
Zone-C,2024-04-04 06:30:00,22.1,43.3,101.16,16.4,62.6,503.0
Zone-B,2024-04-04 07:00:00,20.1,48.8,101.08,11.3,62.7,544.0
Zone-B,2024-04-04 07:30:00,22.6,56.2,101.18,18.1,70.6,556.0
Zone-D,2024-04-04 08:00:00,23.7,50.4,101.35,12.2,57.0,510.0
Zone-D,2024-04-04 08:30:00,20.6,48.7,101.13,16.0,64.4,563.0
Zone-B,2024-04-04 09:00:00,20.9,50.5,101.26,14.1,64.8,576.0
Zone-D,2024-04-04 09:30:00,23.3,48.6,101.18,12.7,65.3,424.0
Zone-A,2024-04-04 10:00:00,21.7,51.1,101.15,15.1,65.8,412.0
Zone-D,2024-04-04 10:30:00,22.3,48.6,101.67,15.6,62.2,409.0
Zone-B,2024-04-04 11:00:00,21.9,53.9,101.18,15.9,67.2,534.0
Zone-B,2024-04-04 11:30:00,22.0,48.0,101.25,11.8,62.2,549.0
Zone-C,2024-04-04 12:00:00,22.5,50.9,101.16,18.6,64.3,507.0
Zone-A,2024-04-04 12:30:00,23.7,47.8,101.17,18.1,67.4,517.0
Zone-B,2024-04-04 13:00:00,18.7,53.8,101.18,13.3,64.4,440.0
Zone-A,2024-04-04 13:30:00,23.8,50.5,101.44,12.7,68.0,571.0
Zone-B,2024-04-04 14:00:00,20.1,46.6,101.14,17.8,65.5,497.0
Zone-B,2024-04-04 14:30:00,22.6,55.8,100.95,14.1,55.8,525.0
Zone-A,2024-04-04 15:00:00,23.6,49.1,101.43,10.4,66.4,623.0
Zone-C,2024-04-04 15:30:00,21.4,51.3,101.18,15.5,68.3,530.0
Zone-C,2024-04-04 16:00:00,21.8,49.6,101.06,18.1,67.2,437.0
Zone-A,2024-04-04 16:30:00,22.3,47.2,101.21,17.4,68.0,536.0
Zone-B,2024-04-04 17:00:00,21.6,51.4,101.15,17.3,64.9,476.0
Zone-B,2024-04-04 17:30:00,20.9,52.0,101.27,13.5,63.5,438.0
Zone-A,2024-04-04 18:00:00,22.2,50.9,101.0,11.8,60.1,560.0
Zone-D,2024-04-04 18:30:00,22.9,53.3,101.62,16.3,64.8,510.0
Zone-A,2024-04-04 19:00:00,21.0,47.6,101.22,14.3,60.0,438.0
Zone-A,2024-04-04 19:30:00,20.1,46.1,101.43,14.0,64.4,519.0
Zone-A,2024-04-04 20:00:00,23.2,51.4,101.63,15.1,65.6,470.0
Zone-B,2024-04-04 20:30:00,19.2,50.2,101.47,12.8,63.5,548.0
Zone-B,2024-04-04 21:00:00,21.9,47.2,101.11,17.0,64.6,493.0
Zone-B,2024-04-04 21:30:00,19.9,51.4,101.51,13.9,66.2,480.0
Zone-C,2024-04-04 22:00:00,22.9,51.5,101.22,8.6,62.6,517.0
Zone-B,2024-04-04 22:30:00,23.3,48.2,101.57,19.5,67.1,443.0
Zone-D,2024-04-04 23:00:00,23.1,48.4,101.18,16.4,66.3,523.0
Zone-D,2024-04-04 23:30:00,23.0,49.8,101.01,21.2,63.8,464.0
Zone-A,2024-04-05 00:00:00,20.2,50.5,101.31,14.6,69.5,533.0
Zone-A,2024-04-05 00:30:00,20.5,56.2,101.0,14.7,62.8,519.0
Zone-A,2024-04-05 01:00:00,23.0,48.8,101.51,15.6,69.4,546.0
Zone-A,2024-04-05 01:30:00,21.3,53.2,101.17,16.9,66.6,474.0
Zone-A,2024-04-05 02:00:00,19.0,54.4,101.38,15.1,65.1,549.0
Zone-B,2024-04-05 02:30:00,25.3,52.7,101.37,15.9,66.1,450.0
Zone-C,2024-04-05 03:00:00,22.9,46.1,101.39,13.6,67.6,519.0
Zone-D,2024-04-05 03:30:00,21.5,47.0,101.6,14.7,70.2,438.0
Zone-A,2024-04-05 04:00:00,21.6,43.2,101.45,17.5,63.2,467.0
Zone-D,2024-04-05 04:30:00,21.4,49.3,101.19,18.2,63.6,405.0
Zone-B,2024-04-05 05:00:00,21.6,48.5,101.04,15.6,59.2,519.0
Zone-B,2024-04-05 05:30:00,22.0,48.3,101.07,10.6,67.6,485.0
Zone-C,2024-04-05 06:00:00,19.5,50.0,101.25,19.2,63.8,549.0
Zone-D,2024-04-05 06:30:00,21.7,46.5,101.39,18.7,67.7,516.0
Zone-C,2024-04-05 07:00:00,23.5,50.5,101.32,10.6,65.6,575.0
Zone-D,2024-04-05 07:30:00,19.5,46.1,101.23,10.9,67.1,414.0
Zone-A,2024-04-05 08:00:00,23.0,53.0,101.43,15.1,66.6,442.0
Zone-C,2024-04-05 08:30:00,22.4,48.1,101.48,17.1,62.6,518.0
Zone-C,2024-04-05 09:00:00,22.6,48.6,101.3,16.5,63.6,456.0
Zone-C,2024-04-05 09:30:00,22.3,54.5,101.27,13.9,62.6,558.0
Zone-A,2024-04-05 10:00:00,23.3,49.6,101.14,12.6,62.4,475.0
Zone-D,2024-04-05 10:30:00,21.2,47.8,101.52,19.8,61.7,471.0
Zone-B,2024-04-05 11:00:00,20.6,51.0,101.23,11.9,70.0,524.0
Zone-B,2024-04-05 11:30:00,20.5,54.5,101.07,16.8,72.3,493.0
Zone-A,2024-04-05 12:00:00,21.6,50.5,101.75,19.4,63.7,515.0
Zone-C,2024-04-05 12:30:00,23.4,48.7,101.07,18.3,66.5,516.0
Zone-C,2024-04-05 13:00:00,23.7,46.6,101.25,22.9,66.7,531.0
Zone-B,2024-04-05 13:30:00,22.2,44.5,101.14,17.7,63.4,492.0
Zone-B,2024-04-05 14:00:00,22.4,47.1,101.04,15.0,63.9,511.0
Zone-B,2024-04-05 14:30:00,19.9,48.4,101.44,23.8,65.4,534.0
Zone-A,2024-04-05 15:00:00,22.7,50.9,101.44,12.1,63.9,512.0
Zone-D,2024-04-05 15:30:00,20.6,51.3,100.92,17.4,64.5,535.0
Zone-D,2024-04-05 16:00:00,23.5,54.2,101.35,9.8,59.7,437.0
Zone-D,2024-04-05 16:30:00,23.1,45.8,101.25,13.7,66.1,536.0
Zone-A,2024-04-05 17:00:00,22.1,52.4,101.08,18.1,65.4,538.0
Zone-C,2024-04-05 17:30:00,21.2,43.8,101.43,14.6,68.6,521.0
Zone-C,2024-04-05 18:00:00,26.4,53.8,101.25,10.2,62.4,453.0
Zone-D,2024-04-05 18:30:00,21.2,49.6,101.36,19.1,62.4,431.0
Zone-C,2024-04-05 19:00:00,23.2,54.0,101.2,18.1,67.3,415.0
Zone-D,2024-04-05 19:30:00,21.0,48.6,101.7,16.5,63.5,465.0
Zone-C,2024-04-05 20:00:00,19.6,53.2,101.38,16.9,61.1,537.0
Zone-B,2024-04-05 20:30:00,21.6,47.8,101.4,11.4,65.5,487.0
Zone-D,2024-04-05 21:00:00,23.6,52.7,101.32,15.8,66.8,500.0
Zone-A,2024-04-05 21:30:00,20.8,48.6,101.06,17.8,66.2,479.0
Zone-A,2024-04-05 22:00:00,20.9,50.7,101.02,11.8,64.9,622.0
Zone-C,2024-04-05 22:30:00,22.7,50.6,101.07,12.2,69.1,477.0
Zone-C,2024-04-05 23:00:00,22.1,51.8,101.22,13.5,59.8,439.0
Zone-B,2024-04-05 23:30:00,22.9,48.7,101.43,10.2,67.4,498.0
Zone-A,2024-04-06 00:00:00,19.8,53.4,101.02,18.2,64.9,455.0
Zone-A,2024-04-06 00:30:00,24.8,51.2,101.54,16.3,64.4,456.0
Zone-D,2024-04-06 01:00:00,21.7,50.5,101.46,13.8,66.5,584.0
Zone-D,2024-04-06 01:30:00,22.2,44.1,101.31,14.7,64.6,420.0
Zone-D,2024-04-06 02:00:00,22.4,48.4,101.28,17.8,62.6,495.0
Zone-D,2024-04-06 02:30:00,21.7,49.5,101.21,13.8,70.0,479.0
Zone-D,2024-04-06 03:00:00,22.4,50.3,101.31,16.4,63.1,570.0
Zone-C,2024-04-06 03:30:00,20.6,49.5,101.06,17.7,62.2,538.0
Zone-A,2024-04-06 04:00:00,22.4,50.5,101.52,13.2,69.4,481.0
Zone-C,2024-04-06 04:30:00,22.6,49.4,101.42,12.0,65.3,501.0
Zone-B,2024-04-06 05:00:00,22.7,51.2,101.13,18.9,64.8,537.0
Zone-D,2024-04-06 05:30:00,20.1,48.8,101.52,19.9,66.3,496.0
Zone-D,2024-04-06 06:00:00,20.4,52.4,101.36,7.9,59.8,518.0
Zone-A,2024-04-06 06:30:00,20.8,46.9,101.28,16.0,69.3,459.0
Zone-B,2024-04-06 07:00:00,22.7,46.9,101.2,15.6,64.6,432.0
Zone-A,2024-04-06 07:30:00,22.8,52.2,101.77,15.7,65.5,515.0
Zone-B,2024-04-06 08:00:00,20.0,46.1,101.28,8.1,61.6,475.0
Zone-A,2024-04-06 08:30:00,23.5,50.8,101.0,14.9,66.8,536.0
Zone-C,2024-04-06 09:00:00,23.6,53.6,101.41,16.5,65.7,542.0
Zone-D,2024-04-06 09:30:00,20.8,49.4,101.16,16.3,64.2,551.0
Zone-A,2024-04-06 10:00:00,22.1,53.2,100.88,12.8,67.8,501.0
Zone-D,2024-04-06 10:30:00,23.6,50.8,101.11,20.4,63.0,463.0
Zone-A,2024-04-06 11:00:00,23.2,47.3,101.04,12.7,67.5,607.0
Zone-A,2024-04-06 11:30:00,22.0,47.8,101.55,13.2,63.7,521.0
Zone-B,2024-04-06 12:00:00,23.7,50.2,101.23,22.0,63.0,472.0
Zone-B,2024-04-06 12:30:00,21.4,51.7,101.21,17.5,64.8,484.0
Zone-B,2024-04-06 13:00:00,21.2,49.9,101.39,14.9,65.7,461.0
Zone-A,2024-04-06 13:30:00,20.9,50.0,101.32,15.1,63.2,504.0
Zone-A,2024-04-06 14:00:00,22.0,49.6,101.17,16.6,65.0,462.0
Zone-D,2024-04-06 14:30:00,21.8,48.3,101.3,19.3,65.4,510.0
Zone-D,2024-04-06 15:00:00,24.1,50.8,101.39,15.4,63.8,522.0
Zone-D,2024-04-06 15:30:00,24.6,46.0,101.21,12.4,62.8,561.0
Zone-A,2024-04-06 16:00:00,21.8,52.2,101.17,13.1,61.9,572.0
Zone-D,2024-04-06 16:30:00,23.2,46.8,101.53,14.2,66.4,502.0
Zone-D,2024-04-06 17:00:00,19.8,47.5,101.57,17.8,61.9,510.0
Zone-D,2024-04-06 17:30:00,21.7,53.4,101.26,12.7,67.2,559.0
Zone-B,2024-04-06 18:00:00,22.6,51.7,101.06,11.2,61.0,553.0
Zone-C,2024-04-06 18:30:00,21.4,52.5,101.18,15.0,62.6,484.0
Zone-B,2024-04-06 19:00:00,19.4,49.0,101.22,9.9,66.3,529.0
Zone-B,2024-04-06 19:30:00,21.0,46.4,101.65,15.8,57.9,479.0
Zone-B,2024-04-06 20:00:00,21.0,47.8,101.52,15.8,66.9,493.0
Zone-B,2024-04-06 20:30:00,23.3,48.9,101.35,16.5,63.1,395.0
Zone-D,2024-04-06 21:00:00,19.5,56.9,101.43,17.1,69.3,444.0
Zone-A,2024-04-06 21:30:00,20.9,46.7,101.77,12.0,68.8,467.0
Zone-C,2024-04-06 22:00:00,22.1,53.8,101.36,14.6,71.8,408.0
Zone-B,2024-04-06 22:30:00,20.6,49.1,101.51,13.5,67.9,414.0
Zone-A,2024-04-06 23:00:00,23.7,52.7,101.09,14.9,64.2,523.0
Zone-B,2024-04-06 23:30:00,23.7,48.0,101.37,15.7,65.4,573.0
Zone-D,2024-04-07 00:00:00,22.2,46.4,101.45,19.8,65.4,568.0
Zone-C,2024-04-07 00:30:00,21.4,51.2,100.99,13.2,65.5,533.0
Zone-C,2024-04-07 01:00:00,22.7,53.8,100.99,19.4,62.9,439.0
Zone-D,2024-04-07 01:30:00,23.6,46.7,101.58,8.5,62.7,544.0
Zone-B,2024-04-07 02:00:00,23.0,42.1,101.17,9.9,65.4,503.0
Zone-D,2024-04-07 02:30:00,21.6,49.7,101.08,12.8,68.2,476.0
Zone-A,2024-04-07 03:00:00,21.1,53.4,101.06,19.4,69.7,449.0
Zone-A,2024-04-07 03:30:00,23.4,43.5,101.32,12.0,66.5,516.0
Zone-C,2024-04-07 04:00:00,21.6,46.7,101.48,14.9,62.9,474.0
Zone-B,2024-04-07 04:30:00,21.9,49.7,101.36,17.9,68.1,489.0
Zone-C,2024-04-07 05:00:00,22.6,49.4,101.54,14.6,65.4,499.0
Zone-B,2024-04-07 05:30:00,22.7,51.9,101.58,18.6,65.1,498.0
Zone-A,2024-04-07 06:00:00,21.7,53.0,101.35,22.4,64.8,576.0
Zone-A,2024-04-07 06:30:00,24.3,54.5,101.23,14.7,64.5,574.0
Zone-A,2024-04-07 07:00:00,21.3,48.3,101.44,11.0,67.3,443.0
Zone-B,2024-04-07 07:30:00,21.4,53.5,101.19,15.9,68.6,443.0
Zone-D,2024-04-07 08:00:00,22.3,51.9,101.02,11.9,69.8,443.0
Zone-C,2024-04-07 08:30:00,21.5,44.0,101.14,17.3,67.9,540.0
Zone-B,2024-04-07 09:00:00,21.9,46.8,101.38,13.7,60.2,501.0
Zone-B,2024-04-07 09:30:00,23.9,53.3,101.54,15.9,62.2,529.0
Zone-B,2024-04-07 10:00:00,22.2,49.2,101.43,16.4,63.1,467.0
Zone-A,2024-04-07 10:30:00,20.3,50.8,101.48,13.2,61.8,525.0
Zone-B,2024-04-07 11:00:00,24.4,56.0,101.6,14.9,62.3,530.0
Zone-B,2024-04-07 11:30:00,21.9,49.4,101.68,19.2,66.9,495.0
Zone-C,2024-04-07 12:00:00,22.0,45.4,101.51,18.9,62.7,469.0
Zone-D,2024-04-07 12:30:00,23.5,49.0,101.53,12.7,64.1,526.0
Zone-C,2024-04-07 13:00:00,21.5,48.9,101.22,17.1,67.9,525.0
Zone-D,2024-04-07 13:30:00,21.0,54.1,101.35,18.2,61.1,558.0
Zone-D,2024-04-07 14:00:00,21.4,48.7,101.38,8.8,66.0,486.0
Zone-B,2024-04-07 14:30:00,24.1,50.8,101.1,12.6,57.6,621.0
Zone-B,2024-04-07 15:00:00,18.2,48.4,101.45,19.4,70.4,495.0
Zone-D,2024-04-07 15:30:00,22.8,49.1,100.99,11.9,59.9,516.0
Zone-C,2024-04-07 16:00:00,21.5,49.4,101.43,15.7,67.0,591.0
Zone-A,2024-04-07 16:30:00,20.8,44.4,101.18,14.4,66.3,536.0
Zone-D,2024-04-07 17:00:00,20.4,46.4,101.57,16.0,66.1,513.0
Zone-B,2024-04-07 17:30:00,22.2,49.3,101.16,13.4,71.5,590.0
Zone-D,2024-04-07 18:00:00,23.4,49.8,101.41,10.7,68.0,488.0
Zone-D,2024-04-07 18:30:00,22.0,50.3,101.26,17.4,69.8,543.0
Zone-C,2024-04-07 19:00:00,22.1,46.8,101.31,14.8,67.5,468.0
Zone-A,2024-04-07 19:30:00,20.7,50.9,101.48,15.5,67.9,436.0
Zone-C,2024-04-07 20:00:00,22.7,46.2,101.83,19.0,66.2,420.0
Zone-B,2024-04-07 20:30:00,19.9,55.7,101.07,16.5,70.5,505.0
Zone-B,2024-04-07 21:00:00,20.2,44.7,101.38,11.7,65.0,447.0
Zone-A,2024-04-07 21:30:00,21.1,48.3,101.25,12.8,65.9,550.0
Zone-A,2024-04-07 22:00:00,21.5,50.8,101.11,10.3,66.2,544.0
Zone-A,2024-04-07 22:30:00,19.1,49.7,101.39,15.9,63.2,502.0
Zone-C,2024-04-07 23:00:00,23.4,47.4,101.61,10.8,67.7,503.0
Zone-A,2024-04-07 23:30:00,21.2,44.5,101.54,12.2,64.9,524.0
Zone-D,2024-04-08 00:00:00,25.6,48.9,101.31,16.2,65.3,462.0
Zone-C,2024-04-08 00:30:00,24.2,48.6,101.39,14.3,63.2,552.0
Zone-B,2024-04-08 01:00:00,22.4,43.4,101.36,13.1,60.2,548.0
Zone-D,2024-04-08 01:30:00,20.9,50.8,101.48,14.3,65.8,466.0
Zone-D,2024-04-08 02:00:00,23.7,49.5,101.41,19.5,59.4,466.0
Zone-C,2024-04-08 02:30:00,21.7,50.4,101.42,18.7,62.8,490.0
Zone-B,2024-04-08 03:00:00,23.7,51.0,100.96,9.6,63.5,528.0
Zone-D,2024-04-08 03:30:00,22.8,47.3,101.43,15.8,61.8,470.0
Zone-D,2024-04-08 04:00:00,19.1,46.4,100.92,10.4,70.0,480.0
Zone-B,2024-04-08 04:30:00,19.3,51.3,101.36,15.6,62.4,531.0
Zone-C,2024-04-08 05:00:00,20.4,52.4,101.48,14.8,60.6,540.0
Zone-A,2024-04-08 05:30:00,21.1,50.8,101.44,12.6,71.4,498.0
Zone-B,2024-04-08 06:00:00,21.0,53.0,101.61,8.8,60.9,461.0
Zone-D,2024-04-08 06:30:00,25.2,48.6,101.6,15.7,60.6,544.0
Zone-B,2024-04-08 07:00:00,22.5,47.4,101.17,11.9,63.1,533.0
Zone-C,2024-04-08 07:30:00,20.6,50.3,101.36,14.8,60.2,537.0
Zone-C,2024-04-08 08:00:00,20.3,48.3,101.21,14.9,65.3,534.0
Zone-C,2024-04-08 08:30:00,21.5,46.3,101.52,13.8,64.4,450.0
Zone-B,2024-04-08 09:00:00,20.7,54.3,101.02,11.3,63.6,516.0
Zone-B,2024-04-08 09:30:00,20.5,45.3,101.06,13.8,62.0,611.0
Zone-D,2024-04-08 10:00:00,25.0,53.5,101.38,16.1,69.0,507.0
Zone-C,2024-04-08 10:30:00,20.8,56.4,101.42,19.4,70.4,411.0
Zone-D,2024-04-08 11:00:00,20.7,49.4,101.4,17.7,64.8,565.0
Zone-C,2024-04-08 11:30:00,22.9,51.8,101.24,15.9,65.9,548.0
Zone-D,2024-04-08 12:00:00,20.0,52.1,100.97,12.4,66.8,458.0
Zone-D,2024-04-08 12:30:00,22.0,47.2,101.42,15.1,64.9,555.0
Zone-D,2024-04-08 13:00:00,22.6,51.5,101.52,18.6,62.1,537.0
Zone-C,2024-04-08 13:30:00,22.7,53.9,101.04,12.9,64.4,570.0
Zone-D,2024-04-08 14:00:00,21.6,49.9,101.16,17.4,67.0,473.0
Zone-C,2024-04-08 14:30:00,20.4,52.3,101.4,13.0,67.1,532.0
Zone-D,2024-04-08 15:00:00,23.8,52.5,101.23,12.7,71.0,474.0
Zone-B,2024-04-08 15:30:00,19.2,46.4,100.89,18.7,70.5,512.0
Zone-B,2024-04-08 16:00:00,19.6,53.6,101.39,18.7,66.8,431.0
Zone-C,2024-04-08 16:30:00,23.0,45.3,101.15,18.1,68.0,453.0
Zone-C,2024-04-08 17:00:00,20.3,50.1,101.7,16.7,72.1,492.0
Zone-C,2024-04-08 17:30:00,23.3,49.1,101.14,12.1,66.1,565.0
Zone-A,2024-04-08 18:00:00,21.5,54.3,101.67,17.6,66.0,466.0
Zone-A,2024-04-08 18:30:00,24.0,46.6,101.42,11.1,61.8,497.0
Zone-C,2024-04-08 19:00:00,23.1,53.0,101.3,13.7,62.6,535.0
Zone-D,2024-04-08 19:30:00,23.0,50.5,101.36,19.8,68.0,429.0
Zone-B,2024-04-08 20:00:00,23.3,54.1,101.14,17.8,74.0,524.0
Zone-C,2024-04-08 20:30:00,21.6,49.7,101.33,10.3,60.1,514.0
Zone-A,2024-04-08 21:00:00,21.9,52.0,101.24,15.2,67.9,386.0
Zone-D,2024-04-08 21:30:00,20.6,48.4,101.27,10.7,62.3,535.0
Zone-B,2024-04-08 22:00:00,22.7,41.6,101.25,14.6,62.3,493.0
Zone-D,2024-04-08 22:30:00,22.6,52.1,101.32,16.9,65.0,386.0
Zone-C,2024-04-08 23:00:00,21.8,46.3,101.32,14.3,64.3,458.0
Zone-D,2024-04-08 23:30:00,21.4,50.9,101.12,13.1,59.7,514.0
Zone-C,2024-04-09 00:00:00,20.1,50.1,101.44,18.8,64.0,531.0
Zone-A,2024-04-09 00:30:00,22.0,44.4,101.0,17.5,68.5,394.0
Zone-B,2024-04-09 01:00:00,22.5,50.8,101.14,12.6,61.8,404.0
Zone-A,2024-04-09 01:30:00,20.4,52.1,101.23,17.2,59.0,522.0
Zone-D,2024-04-09 02:00:00,23.2,42.2,101.19,16.0,68.9,431.0
Zone-B,2024-04-09 02:30:00,24.1,51.3,101.1,18.0,71.9,483.0
Zone-D,2024-04-09 03:00:00,21.4,47.1,101.67,12.8,62.1,469.0
Zone-D,2024-04-09 03:30:00,21.1,48.3,101.14,12.9,65.4,567.0
Zone-D,2024-04-09 04:00:00,20.5,46.1,101.37,16.6,69.6,570.0
Zone-B,2024-04-09 04:30:00,19.6,44.0,101.41,16.6,69.4,520.0
Zone-B,2024-04-09 05:00:00,21.2,53.1,101.09,21.0,65.8,463.0
Zone-C,2024-04-09 05:30:00,20.7,50.6,101.28,14.6,61.1,492.0
Zone-A,2024-04-09 06:00:00,23.2,47.7,101.35,18.4,66.9,439.0
Zone-D,2024-04-09 06:30:00,22.5,54.4,101.4,18.5,67.9,443.0
Zone-B,2024-04-09 07:00:00,24.7,53.8,101.24,18.9,64.6,496.0
Zone-C,2024-04-09 07:30:00,20.7,46.9,101.33,14.2,60.5,518.0
Zone-C,2024-04-09 08:00:00,22.8,50.9,101.36,16.2,65.5,517.0
Zone-B,2024-04-09 08:30:00,22.8,48.2,101.05,16.0,65.5,523.0
Zone-A,2024-04-09 09:00:00,23.7,49.9,101.27,16.4,61.9,502.0
Zone-B,2024-04-09 09:30:00,21.8,52.6,101.21,15.3,64.5,376.0
Zone-A,2024-04-09 10:00:00,21.2,50.0,101.12,14.6,69.0,548.0
Zone-C,2024-04-09 10:30:00,19.2,52.3,101.41,14.7,58.0,539.0
Zone-D,2024-04-09 11:00:00,21.4,50.6,101.11,12.8,67.8,581.0
Zone-C,2024-04-09 11:30:00,21.4,54.5,101.21,13.7,60.7,525.0
Zone-A,2024-04-09 12:00:00,21.7,49.6,101.22,12.0,66.9,497.0
Zone-B,2024-04-09 12:30:00,23.2,47.2,101.35,21.4,62.9,476.0
Zone-B,2024-04-09 13:00:00,21.3,46.9,101.63,8.1,61.3,523.0
Zone-B,2024-04-09 13:30:00,20.9,49.9,101.29,16.5,65.2,481.0
Zone-C,2024-04-09 14:00:00,22.2,49.5,101.64,13.3,66.7,546.0
Zone-D,2024-04-09 14:30:00,20.0,46.7,101.69,13.0,65.0,491.0
Zone-D,2024-04-09 15:00:00,21.9,48.9,101.32,12.6,64.3,401.0
Zone-A,2024-04-09 15:30:00,21.8,51.0,101.49,18.4,63.9,542.0
Zone-C,2024-04-09 16:00:00,20.3,48.4,101.62,15.5,65.7,491.0
Zone-C,2024-04-09 16:30:00,24.8,51.6,101.6,13.2,62.1,462.0
Zone-D,2024-04-09 17:00:00,22.9,54.9,101.45,17.6,65.5,436.0
Zone-D,2024-04-09 17:30:00,25.0,52.0,101.4,17.6,59.9,475.0
Zone-B,2024-04-09 18:00:00,22.9,49.6,101.28,18.8,65.4,619.0
Zone-C,2024-04-09 18:30:00,21.9,52.4,101.4,13.3,61.9,502.0
Zone-A,2024-04-09 19:00:00,24.9,48.8,101.4,14.2,65.7,557.0
Zone-C,2024-04-09 19:30:00,22.2,48.2,101.62,13.2,67.0,425.0
Zone-A,2024-04-09 20:00:00,23.9,57.8,101.29,11.9,67.3,505.0
Zone-D,2024-04-09 20:30:00,25.2,48.2,101.03,15.9,66.7,462.0
Zone-A,2024-04-09 21:00:00,23.4,50.2,101.25,16.6,64.1,463.0
Zone-B,2024-04-09 21:30:00,19.6,48.1,101.8,15.1,61.9,563.0
Zone-B,2024-04-09 22:00:00,21.9,50.9,101.35,19.5,61.0,573.0
Zone-B,2024-04-09 22:30:00,23.1,50.2,101.13,14.3,65.1,590.0
Zone-A,2024-04-09 23:00:00,24.2,48.8,101.7,17.9,66.4,486.0
Zone-C,2024-04-09 23:30:00,21.1,51.6,101.38,13.8,68.3,508.0
Zone-D,2024-04-10 00:00:00,22.6,53.2,101.47,10.1,67.3,501.0
Zone-B,2024-04-10 00:30:00,21.3,50.2,101.24,15.4,64.9,534.0
Zone-B,2024-04-10 01:00:00,19.7,50.6,101.29,21.8,59.1,546.0
Zone-B,2024-04-10 01:30:00,22.7,52.3,101.21,16.0,65.4,677.0
Zone-D,2024-04-10 02:00:00,21.5,47.6,101.7,16.0,66.5,556.0
Zone-B,2024-04-10 02:30:00,22.1,48.7,101.33,12.5,60.6,458.0
Zone-A,2024-04-10 03:00:00,18.5,48.9,101.2,16.8,65.4,493.0
Zone-C,2024-04-10 03:30:00,23.8,48.7,101.08,7.4,65.1,497.0
Zone-C,2024-04-10 04:00:00,23.9,47.4,101.45,7.6,61.1,519.0
Zone-A,2024-04-10 04:30:00,23.0,45.0,101.14,15.1,64.7,527.0
Zone-D,2024-04-10 05:00:00,23.4,46.2,101.39,12.8,66.0,477.0
Zone-D,2024-04-10 05:30:00,23.6,51.8,101.1,10.0,68.6,465.0
Zone-D,2024-04-10 06:00:00,21.1,52.2,101.1,15.6,65.1,496.0
Zone-D,2024-04-10 06:30:00,23.8,51.4,101.5,14.3,62.8,552.0
Zone-A,2024-04-10 07:00:00,21.1,50.4,101.38,12.7,62.7,486.0
Zone-D,2024-04-10 07:30:00,23.1,51.0,101.03,20.9,66.1,479.0
Zone-B,2024-04-10 08:00:00,21.8,49.3,101.23,18.5,72.1,474.0
Zone-D,2024-04-10 08:30:00,21.3,49.7,101.02,16.6,65.6,507.0
Zone-B,2024-04-10 09:00:00,19.2,43.2,101.23,17.0,59.7,545.0
Zone-B,2024-04-10 09:30:00,21.5,47.5,101.32,11.1,57.4,560.0
Zone-D,2024-04-10 10:00:00,21.9,47.8,101.18,12.7,63.9,494.0
Zone-B,2024-04-10 10:30:00,23.0,47.9,101.09,13.4,72.4,508.0
Zone-A,2024-04-10 11:00:00,22.6,49.2,101.65,17.6,61.9,508.0
Zone-A,2024-04-10 11:30:00,21.4,51.2,101.5,11.3,66.1,460.0
Zone-A,2024-04-10 12:00:00,24.1,52.9,100.9,11.6,61.0,497.0
Zone-B,2024-04-10 12:30:00,22.5,52.4,101.25,14.2,65.9,658.0
Zone-B,2024-04-10 13:00:00,19.7,44.4,101.19,12.8,62.8,499.0
Zone-A,2024-04-10 13:30:00,20.2,48.2,101.24,14.2,64.6,493.0
Zone-A,2024-04-10 14:00:00,20.8,49.2,101.3,17.9,60.6,501.0
Zone-C,2024-04-10 14:30:00,22.2,50.6,101.35,11.1,65.5,505.0
Zone-C,2024-04-10 15:00:00,22.8,49.5,101.19,18.0,61.3,431.0
Zone-B,2024-04-10 15:30:00,20.1,51.0,101.16,14.7,69.2,441.0
Zone-D,2024-04-10 16:00:00,19.4,52.5,101.13,11.5,64.7,490.0
Zone-C,2024-04-10 16:30:00,20.7,51.7,101.14,12.5,59.4,377.0
Zone-B,2024-04-10 17:00:00,22.4,46.0,101.27,20.8,66.4,501.0
Zone-B,2024-04-10 17:30:00,22.6,56.5,100.92,14.6,69.4,515.0
Zone-B,2024-04-10 18:00:00,23.8,48.1,101.05,20.7,65.2,541.0
Zone-D,2024-04-10 18:30:00,23.3,53.8,101.36,16.0,66.5,468.0
Zone-D,2024-04-10 19:00:00,23.6,48.3,101.52,17.4,58.4,540.0
